reference_role,inference_role,reference_name,inference_name
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
REACTANT,REACTANT,Triethylamine,Triethylamine
REACTANT,REACTANT,N′-hydroxy-3-(trifluoromethyl)benzenecarboximidamide,N′-hydroxy-3-(trifluoromethyl)benzenecarboximidamide
SOLVENT,SOLVENT,pyridine,pyridine
REACTANT,REACTANT,compound,compound
REACTANT,REACTANT,water,water
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,"3-[(3-methoxy-4-{[5-methyl-2-(piperidin-1-yl)-1,3-thiazol-4-yl]methoxy}benzyl)oxy]-1-phenyl-1H-pyrazole-4-carbaldehyde","3-[(3-methoxy-4-{[5-methyl-2-(piperidin-1-yl)-1,3-thiazol-4-yl]methoxy}benzyl)oxy]-1-phenyl-1H-pyrazole-4-carbaldehyde"
REACTANT,REACTANT,tetraethyl methylenediphosphonate,tetraethyl methylenediphosphonate
REACTANT,REACTANT,"N,N-dimethylformamide","N,N-dimethylformamide"
SOLVENT,SOLVENT,Water,Water
REACTANT,REACTANT,Intermediate 26,Intermediate 26
REACTANT,REACTANT,"2,6-dibromo-4-methylbenzaldehyde phenylhydrazone","2,6-dibromo-4-methylbenzaldehyde phenylhydrazone"
REACTANT,REACTANT,Intermediate 32,Intermediate 32
REACTANT,REACTANT,3-methylsulphinyl-4-quinolone,3-methylsulphinyl-4-quinolone
REACTANT,REACTANT,potassium carbonate,potassium carbonate
REACTANT,REACTANT,n-butyl bromide,n-butyl bromide
SOLVENT,SOLVENT,acetone,acetone
REACTANT,SOLVENT,water,water
REACTANT,REACTANT,n-BuLi,n-BuLi
REACTANT,REACTANT,1,1
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,methyl 4-formyl benzoate,methyl 4-formyl benzoate
REACTANT,REACTANT,4-(3-indolyl)piperidine,4-(3-indolyl)piperidine
REACTANT,REACTANT,1-(3-chloropropyl)-4-phenylpiperidine hydrochloride,1-(3-chloropropyl)-4-phenylpiperidine hydrochloride
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,N-hydroxysuccinimide,N-hydroxysuccinimide
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,2-Tetralone-6-carboxylic acid,2-Tetralone-6-carboxylic acid
REACTANT,REACTANT,ethylene ketal,ethylene ketal
REACTANT,REACTANT,Morpholine,Morpholine
REACTANT,COMPOUND_MISSING,"1,3-dicyclohexylcarbodiimide",COMPOUND_MISSING
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,2-(pyrid-3-yl)-2-methyldithiocarbonylcyclohexanone,2-(pyrid-3-yl)-2-methyldithiocarbonylcyclohexanone
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,diethyl cyanomethylphosphonate,diethyl cyanomethylphosphonate
REACTANT,REACTANT,sodium hydride,sodium hydride
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,COMPOUND_MISSING,oil,COMPOUND_MISSING
REACTANT,REACTANT,(4-(5-bromo-4-(methylamino)pyrimidin-2-ylamino)-3-methoxyphenyl)(morpholino)methanone,(4-(5-bromo-4-(methylamino)pyrimidin-2-ylamino)-3-methoxyphenyl)(morpholino)methanone
REACTANT,SOLVENT,DMF,DMF
CATALYST,CATALYST,zinc cyanide,zinc cyanide
CATALYST,CATALYST,tris(dibenzylideneacetone)dipalladium,tris(dibenzylideneacetone)dipalladium
CATALYST,REACTANT,DPPF,DPPF
REACTANT,REACTANT,"N-Succinimidyl 3,4-bis(methoxycarbonyloxy)-phenylacetate","N-Succinimidyl 3,4-bis(methoxycarbonyloxy)-phenylacetate"
REACTANT,REACTANT,4-hydroxy-3-methoxybenzylamine hydrochloride,4-hydroxy-3-methoxybenzylamine hydrochloride
SOLVENT,SOLVENT,"1,4-dioxane","1,4-dioxane"
REACTANT,SOLVENT,water,water
REACTANT,REACTANT,sodium hydrogencarbonate,sodium hydrogencarbonate
REACTANT,REACTANT,sodium hydrogen carbonate,sodium hydrogen carbonate
REACTANT,COMPOUND_MISSING,hydrochloric acid,COMPOUND_MISSING
REACTANT,REACTANT,(5-(3-Chlorophenyl)-6-methoxy-2-methylpyridin-3-yl)methanol,(5-(3-Chlorophenyl)-6-methoxy-2-methylpyridin-3-yl)methanol
REACTANT,REACTANT,5-(3-chlorophenyl)-6-methoxy-2-methylnicotinaldehyde,5-(3-chlorophenyl)-6-methoxy-2-methylnicotinaldehyde
REACTANT,REACTANT,sodium borohydride,sodium borohydride
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,fluorescamine,fluorescamine
REACTANT,REACTANT,Sulfo-SMCC,Sulfo-SMCC
SOLVENT,SOLVENT,sodium acetate,sodium acetate
REACTANT,REACTANT,ethylenediamine dihydrochloride,ethylenediamine dihydrochloride
REACTANT,REACTANT,"tert-butyl 4-(5-{4-[(1,2-benzisoxazol-3-ylamino)carbonyl]piperazin-1-yl}-1,2,4-thiadiazol-3-yl)piperazine-1-carboxylate","tert-butyl 4-(5-{4-[(1,2-benzisoxazol-3-ylamino)carbonyl]piperazin-1-yl}-1,2,4-thiadiazol-3-yl)piperazine-1-carboxylate"
REACTANT,REACTANT,hydrogen chloride,hydrogen chloride
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,SOLVENT,methanol,methanol
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,4-chloro-6-methyl-2-(2-pyridinyl)pyrimidine,4-chloro-6-methyl-2-(2-pyridinyl)pyrimidine
REACTANT,REACTANT,3-(trifluoromethoxy)aniline,3-(trifluoromethoxy)aniline
REACTANT,REACTANT,2-[(2-oxiranyl)methoxy]-N-(1H-indol-4-yl)benzamide,2-[(2-oxiranyl)methoxy]-N-(1H-indol-4-yl)benzamide
REACTANT,REACTANT,1-(diphenylmethyl)piperazine,1-(diphenylmethyl)piperazine
REACTANT,REACTANT,K2CO3,K2CO3
CATALYST,CATALYST,tetra-n-butylammonium bromide,tetra-n-butylammonium bromide
REACTANT,REACTANT,3-(2-quinolinylmethoxy)benzyl chloride,3-(2-quinolinylmethoxy)benzyl chloride
REACTANT,REACTANT,"3-cyano-6-hydroxy-1,2-dihydroquinolin-2-one","3-cyano-6-hydroxy-1,2-dihydroquinolin-2-one"
SOLVENT,SOLVENT,DMF,DMF
REACTANT,COMPOUND_MISSING,MeOH,COMPOUND_MISSING
REACTANT,REACTANT,benzyltrimethylammonium dichloroiodate,benzyltrimethylammonium dichloroiodate
REACTANT,REACTANT,"5-acetyl-7-tert-butyl-2,3-dihydro-3,3-dimethylbenzo[b]furan","5-acetyl-7-tert-butyl-2,3-dihydro-3,3-dimethylbenzo[b]furan"
REACTANT,REACTANT,"1,2-dichloroethane","1,2-dichloroethane"
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,"(4,4-Dimethyl-azepan-1-yl)-(5-piperidin-4-yl-thiophen-3-yl)-methanone","(4,4-Dimethyl-azepan-1-yl)-(5-piperidin-4-yl-thiophen-3-yl)-methanone"
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,Acetyl chloride,Acetyl chloride
REACTANT,REACTANT,triethylamine,triethylamine
REACTANT,REACTANT,(6-amino-2-methyl-quinazolin-4-yl)-(4-methoxy-phenyl)-methylamine,(6-amino-2-methyl-quinazolin-4-yl)-(4-methoxy-phenyl)-methylamine
REACTANT,REACTANT,triethylamine,triethylamine
REACTANT,REACTANT,acetyl chloride,acetyl chloride
CATALYST,CATALYST,DMAP,DMAP
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,tris(2-methylphenyl)phosphine,tris(2-methylphenyl)phosphine
CATALYST,CATALYST,palladium acetate,palladium acetate
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,3-cyano-4-propoxyphenyl borate,3-cyano-4-propoxyphenyl borate
REACTANT,REACTANT,potassium carbonate,potassium carbonate
REACTANT,REACTANT,"7-bromo-N-[4-[[N-methyl-N-(tetrahydropyran-4-yl)amino]methyl]phenyl]-1,1-dioxo-2,3-dihydro-1-benzothiepine-4-carboxamide","7-bromo-N-[4-[[N-methyl-N-(tetrahydropyran-4-yl)amino]methyl]phenyl]-1,1-dioxo-2,3-dihydro-1-benzothiepine-4-carboxamide"
SOLVENT,REACTANT,toluene ethanol water,toluene ethanol water
REACTANT,REACTANT,histamine,histamine
REACTANT,REACTANT,2-chloropyrazine,2-chloropyrazine
SOLVENT,SOLVENT,2-propanol,2-propanol
REACTANT,REACTANT,1-bromo-3-phenylpropane,1-bromo-3-phenylpropane
REACTANT,REACTANT,magnesium,magnesium
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,allyldichlorosilane,allyldichlorosilane
REACTANT,COMPOUND_MISSING,NaCl,COMPOUND_MISSING
REACTANT,REACTANT,resultant mixture,resultant mixture
REACTANT,REACTANT,Ethyl 4-{3-[3-chloropropoxy-4-(4-ethylphenyl)methylaminobenzoyl]indol-1-yl}butanoate,Ethyl 4-{3-[3-chloropropoxy-4-(4-ethylphenyl)methylaminobenzoyl]indol-1-yl}butanoate
SOLVENT,SOLVENT,"N,N-dimethylformamide","N,N-dimethylformamide"
REACTANT,SOLVENT,hydrochloric acid,hydrochloric acid
SOLVENT,REACTANT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,1-(2-methoxyphenyl)piperazine hydrochloride,1-(2-methoxyphenyl)piperazine hydrochloride
REACTANT,REACTANT,potassium iodide,potassium iodide
SOLVENT,REACTANT,triethylamine,triethylamine
SOLVENT,REACTANT,dimethyl sulfide,N-hydroxysuccinimide
REACTANT,REACTANT,BocPro-DTrp-Phe-DTrp-MeLeu-MetNH2,HDTrp-MeLeu-MetNH2
REACTANT,REACTANT,trifluoroacetic acid,BocPro-DTrp-PheOH
REACTANT,COMPOUND_MISSING,ethanedithiol,COMPOUND_MISSING
REACTANT,REACTANT,"N-(N-4-Amidinobenzoyl-α,α-dimethyl-β-alanyl)-4-piperidineacetic acid benzyl ester","N-(N-4-Amidinobenzoyl-α,α-dimethyl-β-alanyl)-4-piperidineacetic acid benzyl ester"
CATALYST,CATALYST,palladium hydroxide,palladium hydroxide
SOLVENT,SOLVENT,water methanol,water methanol
REACTANT,REACTANT,cesium trichloride,cesium trichloride
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,"1,4-Dioxa-spiro[4.5]decan-8-one","1,4-Dioxa-spiro[4.5]decan-8-one"
REACTANT,REACTANT,phenylmagnesium chloride,phenylmagnesium chloride
REACTANT,REACTANT,THF,THF
REACTANT,REACTANT,methyl 4-(3-(4-chloro-2-(phenylamino)phenyl)-3-oxopropyl)benzoate,methyl 4-(3-(4-chloro-2-(phenylamino)phenyl)-3-oxopropyl)benzoate
REACTANT,REACTANT,THF,THF
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,NaHMDS,NaHMDS
REACTANT,REACTANT,THF,THF
REACTANT,COMPOUND_MISSING,oxazole-2-carbonyl chloride,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,DMF,COMPOUND_MISSING
REACTANT,REACTANT,acetyl chloride,acetyl chloride
REACTANT,REACTANT,"(4S)-9-(aminomethyl)-7-(3,5-dimethylisoxazol-4-yl)-4-pyridin-2-yl-4,5-dihydroimidazo[1,5,4-de][1,4]benzoxazin-2(1H)-one bis(trifluoroacetate)","(4S)-9-(aminomethyl)-7-(3,5-dimethylisoxazol-4-yl)-4-pyridin-2-yl-4,5-dihydroimidazo[1,5,4-de][1,4]benzoxazin-2(1H)-one bis(trifluoroacetate)"
REACTANT,REACTANT,"N,N-diisopropylethylamine","N,N-diisopropylethylamine"
SOLVENT,SOLVENT,methylene chloride,methylene chloride
REACTANT,REACTANT,Trifluoroacetic anhydride,Trifluoroacetic anhydride
REACTANT,REACTANT,ice,ice
REACTANT,REACTANT,5-bromo-4-(cyclopropylmethoxy)-2-methylpyridine 1-oxide,5-bromo-4-(cyclopropylmethoxy)-2-methylpyridine 1-oxide
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,"9-Chloro-9H-indeno[1,2-b]pyrazine-2,3(1H,4H)-dione","9-Chloro-9H-indeno[1,2-b]pyrazine-2,3(1H,4H)-dione"
REACTANT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,"(E,E)-5-(3,4-dimethoxyphenyl)-2,4-decadienoic acid","(E,E)-5-(3,4-dimethoxyphenyl)-2,4-decadienoic acid"
REACTANT,REACTANT,4-nitrophenol,4-nitrophenol
REACTANT,REACTANT,"1,3-dicyclohexylcarbodiimide","1,3-dicyclohexylcarbodiimide"
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,ethanol,diethyl ether
REACTANT,REACTANT,triphenylphosphine,triphenylphosphine
REACTANT,REACTANT,"(2S,4R)-4-hydroxy-pyrrolidine-1,2-dicarboxylic acid 1-tert-butyl ester 2-methyl ester","(2S,4R)-4-hydroxy-pyrrolidine-1,2-dicarboxylic acid 1-tert-butyl ester 2-methyl ester"
REACTANT,REACTANT,CBr4,CBr4
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,"1-benzyl-8-chloro-4-dimethylaminomethylene-3,4-dihydro-1H-benzo[b]azepine-2,5-dione","1-benzyl-8-chloro-4-dimethylaminomethylene-3,4-dihydro-1H-benzo[b]azepine-2,5-dione"
REACTANT,REACTANT,4-guanidinobenzoic acid,4-guanidinobenzoic acid
REACTANT,REACTANT,Methyl iodide,Methyl iodide
REACTANT,REACTANT,Ethyl 2-(2-nitroanilino)benzo[b]thiophene-3-carboxylate,Ethyl 2-(2-nitroanilino)benzo[b]thiophene-3-carboxylate
SOLVENT,SOLVENT,"N,N-dimethylformamide","N,N-dimethylformamide"
REACTANT,REACTANT,potassium tert-butoxide,potassium tert-butoxide
REACTANT,REACTANT,Methyl 3-bromo-4-(aminocarbonyl)benzoate,Methyl 3-bromo-4-(aminocarbonyl)benzoate
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,sodium hydroxide,sodium hydroxide
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
REACTANT,REACTANT,2-nitrobenzyl bromide,2-nitrobenzyl bromide
REACTANT,REACTANT,o-cresol,o-cresol
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,4-Hydroxyimino-3-methyl-2-oxo-hexanoic acid ethyl ester,4-Hydroxyimino-3-methyl-2-oxo-hexanoic acid ethyl ester
REACTANT,REACTANT,sulfuric acid,sulfuric acid
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,sodium bicarbonate,sodium bicarbonate
SOLVENT,SOLVENT,H2O,H2O
REACTANT,REACTANT,Intermediate 24E,Intermediate 24E
REACTANT,REACTANT,KOH,KOH
SOLVENT,SOLVENT,ethylene glycol,ethylene glycol
REACTANT,REACTANT,Intermediate 43,Intermediate 43
SOLVENT,SOLVENT,methanol,methanol
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,hydrogen chloride,hydrogen chloride
SOLVENT,SOLVENT,methanol,methanol
CATALYST,CATALYST,palladium on charcoal,palladium on charcoal
REACTANT,REACTANT,4-[3-aminobenzoyl]-1-methylpiperidine,4-[3-aminobenzoyl]-1-methylpiperidine
REACTANT,REACTANT,"3,4,5-trifluorobenzoyl chloride","3,4,5-trifluorobenzoyl chloride"
REACTANT,REACTANT,"2-Chloro-4,5-difluorobenzoic acid","2-Chloro-4,5-difluorobenzoic acid"
REACTANT,REACTANT,thionyl cloride,thionyl cloride
REACTANT,REACTANT,"4-chloro-1,2-diethylpyrazolidine","4-chloro-1,2-diethylpyrazolidine"
REACTANT,REACTANT,ammonium hydroxide,ammonium hydroxide
REACTANT,REACTANT,steel,steel
REACTANT,COMPOUND_MISSING,product,COMPOUND_MISSING
REACTANT,REACTANT,Boc,Boc
REACTANT,REACTANT,HCl,diazabicyclo[3.2.1]octane
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,"4,5,6,7-tetrahydro-1H-pyrazolo[4,3-c]pyridine","4,5,6,7-tetrahydro-1H-pyrazolo[4,3-c]pyridine"
REACTANT,REACTANT,2-(di-tert-butoxycarbonylamino)-acrylic acid methyl ester,2-(di-tert-butoxycarbonylamino)-acrylic acid methyl ester
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,magnesium,magnesium
REACTANT,REACTANT,(bromomethyl)cyclobutane diethyl ether,(bromomethyl)cyclobutane diethyl ether
REACTANT,REACTANT,ethyl glyoxylate,ethyl glyoxylate
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,(bromomethyl)cyclobutane,(bromomethyl)cyclobutane
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,COMPOUND_MISSING,ice water,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,diethyl ether,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,iodine,COMPOUND_MISSING
REACTANT,REACTANT,1-phenylcyclopropanamine hydrochloride,1-phenylcyclopropanamine hydrochloride
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
REACTANT,REACTANT,"5-(4-fluoro-2-(4-fluorophenyl)-3-(methylcarbamoyl)pyrazolo[1,5-a]pyridin-5-yl)-2-methoxy-6-methylnicotinic acid","5-(4-fluoro-2-(4-fluorophenyl)-3-(methylcarbamoyl)pyrazolo[1,5-a]pyridin-5-yl)-2-methoxy-6-methylnicotinic acid"
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,HATU,HATU
REACTANT,REACTANT,89A,89A
REACTANT,REACTANT,"6-vinyl-3,4-dihydronaphthalen-1(2H)-one oxime","6-vinyl-3,4-dihydronaphthalen-1(2H)-one oxime"
REACTANT,REACTANT,methyl 5-phenyl-4-(trifluoromethyl)isothiazole-3-carboxylate,methyl 5-phenyl-4-(trifluoromethyl)isothiazole-3-carboxylate
REACTANT,SOLVENT,Toluene,Toluene
REACTANT,REACTANT,dihydropyran,dihydropyran
REACTANT,CATALYST,triphenylphosphonium bromide,triphenylphosphonium bromide
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,tertiary alcohol,tertiary alcohol
REACTANT,SOLVENT,dihydropyran,dihydropyran
REACTANT,CATALYST,triphenylphosphonium bromide,triphenylphosphonium bromide
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,NH4Cl,NH4Cl
REACTANT,REACTANT,"ethyl 1-[(3,4-dichlorophenyl)methyl]-1H-1,2,3-triazole-4-carboxylate","ethyl 1-[(3,4-dichlorophenyl)methyl]-1H-1,2,3-triazole-4-carboxylate"
REACTANT,REACTANT,Intermediate 10,Intermediate 10
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,DIBAL-H,DIBAL-H
SOLVENT,SOLVENT,THF,THF
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,DIBAL-H,DIBAL-H
SOLVENT,SOLVENT,toluene,toluene
REACTANT,COMPOUND_MISSING,water,COMPOUND_MISSING
REACTANT,REACTANT,"trans-3-(4-amino-3-methoxyphenyl)-1-[4-(4-methylpiperazino)cyclohexyl]-1H-pyrazolo[3,4-d]pyrimidin-4-amine","trans-3-(4-amino-3-methoxyphenyl)-1-[4-(4-methylpiperazino)cyclohexyl]-1H-pyrazolo[3,4-d]pyrimidin-4-amine"
SOLVENT,SOLVENT,pyridine,pyridine
SOLVENT,REACTANT,dichloromethane,dichloromethane
REACTANT,REACTANT,benzo[b]furan-2-carboxylic acid,benzo[b]furan-2-carboxylic acid
REACTANT,REACTANT,oxalyl chloride,oxalyl chloride
SOLVENT,SOLVENT,dichloromethane,dichloromethane
CATALYST,CATALYST,DMF,DMF
REACTANT,REACTANT,product,product
REACTANT,REACTANT,phosphorous oxychloride,phosphorous oxychloride
REACTANT,REACTANT,ethyl 4-((tert-butoxycarbonyl)amino)-2-cyano-2-cyclopropyl-3-methylbutanoate,ethyl 4-((tert-butoxycarbonyl)amino)-2-cyano-2-cyclopropyl-3-methylbutanoate
REACTANT,REACTANT,hydrogen chloride,hydrogen chloride
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,"5-piperazin-1-yl-quinazoline-2,4-diamine","5-piperazin-1-yl-quinazoline-2,4-diamine"
REACTANT,REACTANT,1-(chloromethyl)naphthalene,1-(chloromethyl)naphthalene
REACTANT,REACTANT,"4H-imidazo[4,5,1-ij]quinolin-2(1H)-one","4H-imidazo[4,5,1-ij]quinolin-2(1H)-one"
REACTANT,REACTANT,( 1 ),Heterocyclic
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,potassium t-butoxide,potassium t-butoxide
REACTANT,SOLVENT,THF,THF
REACTANT,REACTANT,Benzyl bromide,Benzyl bromide
SOLVENT,SOLVENT,chlorobenzene,chlorobenzene
REACTANT,REACTANT,"2-(2,6-dichloro-4-trifluoromethylphenylhydrazino)succinonitrile","2-(2,6-dichloro-4-trifluoromethylphenylhydrazino)succinonitrile"
REACTANT,REACTANT,cupric chloride,cupric chloride
REACTANT,REACTANT,benzyl [[trans-4-(2-benzimidazolyl)cyclohexyl]methyl]methylcarbamate,benzyl [[trans-4-(2-benzimidazolyl)cyclohexyl]methyl]methylcarbamate
SOLVENT,SOLVENT,ethanol,ethanol
CATALYST,CATALYST,palladium,palladium-on-active charcoal
REACTANT,REACTANT,Sodium chlorite,Sodium chlorite
REACTANT,REACTANT,"(bis-benzo[1,3]dioxol-5-ylmethyl-amino]-1-butyl-2-phenyl-1H-imidazol-4-carbaldehyde","bis-benzo[1,3]dioxol-5-ylmethyl-amino]-1-butyl-2-phenyl-1H-imidazol-4-carbaldehyde"
REACTANT,REACTANT,sulfamic acid,sulfamic acid
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,sodium hydrogen carbonate,sodium hydrogen carbonate
REACTANT,REACTANT,5-(benzoxazol-2-yl)-2-(tetrahydropyran-4-yl)aminoaniline,5-(benzoxazol-2-yl)-2-(tetrahydropyran-4-yl)aminoaniline
REACTANT,REACTANT,ethyl 3-ethoxy-3-iminopropionate,ethyl 3-ethoxy-3-iminopropionate
SOLVENT,SOLVENT,ethanol,ethanol
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,3-bromo-1-benzofuran-5-carbohydrazide,3-bromo-1-benzofuran-5-carbohydrazide
REACTANT,REACTANT,(1S)-2-chloro-1-methyl-2-oxoethyl acetate,(1S)-2-chloro-1-methyl-2-oxoethyl acetate
SOLVENT,SOLVENT,"N,N-dimethylacetamide","N,N-dimethylacetamide"
REACTANT,REACTANT,water,water
REACTANT,REACTANT,potassium hydroxide,potassium hydroxide
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,crude product,crude product
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,lithium aluminum hydride,lithium aluminum hydride
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,hydrochloride salt,hydrochloride salt
REACTANT,REACTANT,"[5-fluoro-7-(2,6-dichlorophenyl)-2,3-dihydro-1-benzofuran-2-yl]methyl 4-methylbenzenesulfonate","(±)-([5-fluoro-7-(2,6-dichlorophenyl)-2,3-dihydro-1-benzofuran-2-yl]methyl 4-methylbenzenesulfonate"
REACTANT,REACTANT,pyrrolidine,pyrrolidine
REACTANT,REACTANT,4-methylbenzaldehyde,4-methylbenzaldehyde
REACTANT,REACTANT,1-(2-methoxyphenyl)methanamine,1-(2-methoxyphenyl)methanamine
REACTANT,REACTANT,trimethylsilyl cyanide,trimethylsilyl cyanide
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,sodium hydrogencarbonate,sodium hydrogencarbonate
REACTANT,REACTANT,triphosgene,triphosgene
SOLVENT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,chloroform,chloroform
REACTANT,REACTANT,"4-[(6,7-Dimethoxy-4-quinolyl)oxy]-2,5-dimethylaniline","4-[(6,7-Dimethoxy-4-quinolyl)oxy]-2,5-dimethylaniline"
SOLVENT,SOLVENT,chloroform,chloroform
REACTANT,REACTANT,n-propylamine,n-propylamine
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,"2-(5,5-ethylenedioxy-5H-dibenzo[a,d] cyclohepten-2-yl)propionic acid methyl ester","2-(5,5-ethylenedioxy-5H-dibenzo[a,d] cyclohepten-2-yl)propionic acid methyl ester"
REACTANT,REACTANT,acetone,acetone
REACTANT,REACTANT,N-hydrochloric acid,N-hydrochloric acid
REACTANT,REACTANT,2-Methanesulfonyl-4-[benzimidazol-1-yl]pyrimidine,2-Methanesulfonyl-4-[benzimidazol-1-yl]pyrimidine
REACTANT,REACTANT,2-bromobenzylamine,2-bromobenzylamine
REACTANT,REACTANT,bromomethylcyclopropane,bromomethylcyclopropane
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,2-bromo-3-pyridinol,2-bromo-3-pyridinol
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
REACTANT,COMPOUND_MISSING,oil,COMPOUND_MISSING
REACTANT,REACTANT,7-chloro-5-nitro-1H-indole-2-carboxylic acid dimethylamide,7 (7-chloro-5-nitro-1H-indole-2-carboxylic acid dimethylamide)
CATALYST,CATALYST,Pt/C,Pt/C
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,hydrogen,hydrogen
REACTANT,REACTANT,2-(bromomethyl)-4-methoxy-5-nitrobenzoate,2-(bromomethyl)-4-methoxy-5-nitrobenzoate
REACTANT,REACTANT,Et3N,Et3N
REACTANT,REACTANT,methylamine,methylamine
REACTANT,SOLVENT,EtOH,EtOH
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,HCl,HCl
SOLVENT,REACTANT,EtOAc,EtOAc
REACTANT,REACTANT,(S)-4′-(3-Amino-2-(4-(tert-butoxycarbonylamino)tetrahydro-2H-pyran-4-carboxamido)-3-oxopropyl)biphenyl-4-yl methanesulfonate,(S)-4′-(3-Amino-2-(4-(tert-butoxycarbonylamino)tetrahydro-2H-pyran-4-carboxamido)-3-oxopropyl)biphenyl-4-yl methanesulfonate
REACTANT,REACTANT,Burgess' reagent,Burgess' reagent
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,1-(2-hydroxyethyl)piperazine,1-(2-hydroxyethyl)piperazine
REACTANT,REACTANT,resultant mixture,resultant mixture
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,potassium carbonate,potassium carbonate
REACTANT,REACTANT,"N-(2,4-Dichloro-6-methylpyridin-3-yl)-2-bromoacetamide","N-(2,4-Dichloro-6-methylpyridin-3-yl)-2-bromoacetamide"
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,3′-amino-4′-mercaptoacetanilide,3′-amino-4′-mercaptoacetanilide
REACTANT,REACTANT,ethoxymethylene malononitrile,ethoxymethylene malononitrile
SOLVENT,SOLVENT,HOAc,HOAc
REACTANT,REACTANT,KOtBu,KOtBu
REACTANT,REACTANT,5-bromo-1H-pyridin-2-one,5-bromo-1H-pyridin-2-one
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,cyclopropylmethyl bromide,cyclopropylmethyl bromide
